"Time (UTCG)","x (km)","y (km)","z (km)"
28 Jul 2040 00:01:53.379,-17294.585561,20656.807711,20468.197622
28 Jul 2040 00:26:18.831,-18947.967769,20799.815311,21471.669153
28 Jul 2040 00:51:30.103,-20611.889752,20902.070711,22459.854305
28 Jul 2040 01:17:08.218,-22264.372098,20964.521127,23420.895571
28 Jul 2040 01:42:34.908,-23865.534113,20989.681413,24333.692458
28 Jul 2040 02:05:53.693,-25299.895371,20983.925527,25136.672981
28 Jul 2040 02:30:34.724,-26786.000050,20950.799673,25954.483908
28 Jul 2040 02:59:52.442,-28508.127604,20879.016073,26884.798176
28 Jul 2040 03:32:35.742,-30380.802537,20761.621114,27875.967409
28 Jul 2040 04:08:44.146,-32389.949982,20591.565863,28916.413958
28 Jul 2040 04:48:20.177,-34524.073288,20362.406197,29996.323538
28 Jul 2040 05:31:31.600,-36775.903019,20067.815881,31108.318370
28 Jul 2040 06:18:29.219,-39139.911274,19701.491016,32246.010698
28 Jul 2040 07:09:26.069,-41611.274698,19257.087188,33403.387350
28 Jul 2040 08:04:37.040,-44185.287770,18728.182258,34574.460644
28 Jul 2040 09:04:18.645,-46856.934161,18108.265420,35753.021779
28 Jul 2040 10:08:48.881,-49620.553884,17390.744442,36932.457502
28 Jul 2040 11:18:26.755,-52469.302437,16569.046545,38105.498624
28 Jul 2040 12:33:32.526,-55395.144353,15636.611031,39264.212454
28 Jul 2040 13:54:28.430,-58389.077432,14586.771672,40400.067465
28 Jul 2040 15:21:37.619,-61440.184725,13413.026392,41503.540819
28 Jul 2040 16:55:23.888,-64535.298730,12109.190400,42564.009248
28 Jul 2040 18:36:13.401,-67659.698488,10669.089113,43569.980734
28 Jul 2040 20:24:26.583,-70792.848931,9088.627833,44507.777630
28 Jul 2040 22:20:27.745,-73913.422573,7363.663864,45363.250534
29 Jul 2040 00:24:51.823,-77001.163295,5488.362475,46121.969353
29 Jul 2040 02:38:08.042,-80028.924972,3459.417598,46766.946731
29 Jul 2040 05:00:21.068,-82957.261886,1281.195990,47278.276747
29 Jul 2040 07:31:43.413,-85747.908719,-1042.269091,47636.541176
29 Jul 2040 10:13:24.799,-88374.512294,-3519.749091,47822.345027
29 Jul 2040 13:05:54.232,-90790.422903,-6147.286120,47811.513170
29 Jul 2040 16:06:31.486,-92909.332666,-8870.841180,47583.667053
29 Jul 2040 19:15:42.866,-94693.017819,-11681.962313,47121.707301
29 Jul 2040 22:35:05.141,-96103.482369,-14586.387692,46401.267725
30 Jul 2040 01:33:01.737,-96963.998944,-17118.670964,45565.517212
30 Jul 2040 04:26:32.352,-97446.133316,-19524.969419,44582.645734
30 Jul 2040 07:05:18.849,-97580.635598,-21665.690664,43542.687570
30 Jul 2040 09:49:20.355,-97412.306324,-23808.906648,42331.134095
30 Jul 2040 13:00:28.335,-96820.759453,-26209.181644,40747.626134
30 Jul 2040 16:09:32.735,-95812.772749,-28469.130199,39003.067256
30 Jul 2040 19:22:43.900,-94341.127071,-30646.818193,37040.650001
30 Jul 2040 22:26:00.230,-92522.439350,-32575.577071,35012.815974
31 Jul 2040 01:44:08.441,-90078.558574,-34492.060719,32639.838351
31 Jul 2040 04:50:55.344,-87302.092391,-36117.800536,30231.390339
31 Jul 2040 07:48:55.705,-84208.478226,-37481.965237,27780.965201
31 Jul 2040 10:36:50.403,-80867.873783,-38580.749815,25330.008328
31 Jul 2040 13:12:46.657,-77375.807308,-39415.311604,22931.640578
31 Jul 2040 15:37:21.999,-73780.426603,-40007.082972,20601.772190
31 Jul 2040 17:51:36.456,-70112.805837,-40377.814653,18346.545467
31 Jul 2040 19:55:11.601,-66435.016743,-40545.644780,16191.410057
31 Jul 2040 21:49:02.665,-62771.655241,-40532.278732,14138.884025
31 Jul 2040 23:33:41.800,-59152.966498,-40357.736379,12195.537825
1 Aug 2040 01:09:44.000,-55603.170845,-40041.333633,10364.919733
1 Aug 2040 01:51:45.133,-53976.425874,-39850.397292,9549.977527

