"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
78,25 Jan 2040 12:42:09.845,25 Jan 2040 19:35:46.013,24816.168
79,25 Jan 2040 20:21:31.843,26 Jan 2040 03:15:13.092,24821.249
80,26 Jan 2040 04:00:53.492,26 Jan 2040 10:54:40.353,24826.861
81,26 Jan 2040 11:40:15.311,26 Jan 2040 18:34:07.816,24832.505
82,26 Jan 2040 19:19:37.102,27 Jan 2040 02:13:34.994,24837.892
83,27 Jan 2040 02:58:58.849,27 Jan 2040 09:53:02.372,24843.524
84,27 Jan 2040 10:38:20.632,27 Jan 2040 17:32:29.679,24849.047
85,27 Jan 2040 18:17:42.251,28 Jan 2040 01:11:57.065,24854.814
86,28 Jan 2040 01:57:04.132,28 Jan 2040 08:51:24.458,24860.326
87,28 Jan 2040 09:36:25.802,28 Jan 2040 16:30:51.670,24865.868
88,28 Jan 2040 17:15:47.346,29 Jan 2040 00:10:19.279,24871.933
89,29 Jan 2040 00:55:09.299,29 Jan 2040 07:49:46.613,24877.314
90,29 Jan 2040 08:34:30.829,29 Jan 2040 15:29:13.853,24883.024
91,29 Jan 2040 16:13:52.389,29 Jan 2040 23:08:41.597,24889.208
92,29 Jan 2040 23:53:14.284,30 Jan 2040 06:48:08.874,24894.590
93,30 Jan 2040 07:32:35.735,30 Jan 2040 14:27:36.249,24900.514
94,30 Jan 2040 15:11:57.346,30 Jan 2040 22:07:03.978,24906.632
95,30 Jan 2040 22:51:19.066,31 Jan 2040 00:00:00.000,4120.934

