"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
78,27 Jan 2040 10:31:40.743,27 Jan 2040 14:24:58.800,13998.057
79,27 Jan 2040 18:17:57.307,27 Jan 2040 22:13:06.961,14109.654
80,28 Jan 2040 02:02:52.849,28 Jan 2040 05:59:07.751,14174.902
81,28 Jan 2040 09:47:07.603,28 Jan 2040 13:44:00.405,14212.802
82,28 Jan 2040 17:31:02.689,28 Jan 2040 21:28:14.374,14231.685
83,29 Jan 2040 01:14:52.049,29 Jan 2040 05:12:07.286,14235.237
84,29 Jan 2040 08:58:47.379,29 Jan 2040 12:55:52.061,14224.683
85,29 Jan 2040 16:43:01.232,29 Jan 2040 20:39:40.142,14198.910
86,30 Jan 2040 00:27:50.050,30 Jan 2040 04:23:44.516,14154.467
87,30 Jan 2040 08:13:40.130,30 Jan 2040 12:08:23.827,14083.697
88,30 Jan 2040 16:01:21.813,30 Jan 2040 19:54:11.734,13969.921
89,30 Jan 2040 23:52:57.237,31 Jan 2040 00:00:00.000,422.763

