Access,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
1,7/2/1940 23:54,7/3/1940 3:48,14007.794
2,7/3/1940 7:34,7/3/1940 11:27,14007.748
3,7/3/1940 15:13,7/3/1940 19:07,14007.712
4,7/3/1940 22:53,7/4/1940 2:46,14007.671
5,7/4/1940 6:32,7/4/1940 10:26,14007.62
6,7/4/1940 14:12,7/4/1940 18:05,14007.583
7,7/4/1940 21:51,7/5/1940 1:44,14007.534
