"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
78,27 Jan 2040 00:47:42.578,27 Jan 2040 04:20:36.746,12774.168
79,27 Jan 2040 08:42:07.982,27 Jan 2040 12:12:57.745,12649.763
80,27 Jan 2040 16:30:22.922,27 Jan 2040 20:00:41.469,12618.547
81,28 Jan 2040 00:16:18.616,28 Jan 2040 03:46:26.674,12608.058
82,28 Jan 2040 08:01:06.854,28 Jan 2040 11:31:10.733,12603.879
83,28 Jan 2040 15:45:19.424,28 Jan 2040 19:15:21.870,12602.446
84,28 Jan 2040 23:29:14.902,29 Jan 2040 02:59:17.195,12602.293
85,29 Jan 2040 07:13:06.632,29 Jan 2040 10:43:09.649,12603.017
86,29 Jan 2040 14:57:06.522,29 Jan 2040 18:27:11.515,12604.994
87,29 Jan 2040 22:41:29.139,30 Jan 2040 02:11:37.544,12608.404
88,30 Jan 2040 06:26:33.855,30 Jan 2040 09:56:50.104,12616.249
89,30 Jan 2040 14:12:56.392,30 Jan 2040 17:43:30.831,12634.439
90,30 Jan 2040 22:01:55.189,31 Jan 2040 00:00:00.000,7084.811

