Access,Start Time (UTCG),Stop Time (UTCG),Duration (sec)
118,1/20/40 9:18,1/20/40 11:58,9570.978
119,1/20/40 15:37,1/20/40 16:05,1634.318
120,1/20/40 17:08,1/20/40 19:49,9703.749
121,1/20/40 23:28,1/20/40 23:57,1731.615
122,1/21/40 1:05,1/21/40 3:55,10186.396
123,1/21/40 7:38,1/21/40 8:18,2375.402
124,1/21/40 13:43,1/21/40 16:59,11806.9
125,1/21/40 20:44,1/21/40 21:14,1794.762
126,1/21/40 22:21,1/22/40 1:04,9767.05
127,1/22/40 4:45,1/22/40 5:12,1635.634
128,1/22/40 6:15,1/22/40 8:54,9571.556
129,1/22/40 12:35,1/22/40 13:02,1586.067
130,1/22/40 14:03,1/22/40 16:41,9500.695
131,1/22/40 20:23,1/22/40 20:49,1562.644
132,1/22/40 21:49,1/23/40 0:26,9467.349
133,1/23/40 4:08,1/23/40 4:34,1550.186
134,1/23/40 5:33,1/23/40 8:11,9450.19
135,1/23/40 11:52,1/23/40 12:18,1544.184
136,1/23/40 13:17,1/23/40 15:55,9442.336
137,1/23/40 19:36,1/23/40 20:02,1541.695
138,1/23/40 21:01,1/23/40 23:39,9441.247
139,1/24/40 3:20,1/24/40 3:46,1542.654
140,1/24/40 4:45,1/24/40 7:23,9445.78
141,1/24/40 11:04,1/24/40 11:30,1546.827
142,1/24/40 12:29,1/24/40 15:07,9456.765
143,1/24/40 18:48,1/24/40 19:14,1554.549
144,1/24/40 20:14,1/24/40 22:52,9475.787
145,1/25/40 2:32,1/25/40 2:59,1567.584
146,1/25/40 3:59,1/25/40 6:37,9508.43
147,1/25/40 10:18,1/25/40 10:44,1588.95
148,1/25/40 11:45,1/25/40 14:25,9567.399
149,1/25/40 18:04,1/25/40 18:32,1628.282
150,1/25/40 19:35,1/25/40 22:16,9693.594
151,1/26/40 1:55,1/26/40 2:24,1718.408
152,1/26/40 3:31,1/26/40 6:20,10125.64
153,1/26/40 10:02,1/26/40 10:39,2223.93
154,1/26/40 12:32,1/26/40 14:53,8421.226
155,1/26/40 15:34,1/26/40 19:23,13750.283
156,1/26/40 23:09,1/26/40 23:39,1820.666
157,1/27/40 0:47,1/27/40 3:30,9786.546
158,1/27/40 7:12,1/27/40 7:39,1641.646
159,1/27/40 8:42,1/27/40 11:21,9574.144
160,1/27/40 15:03,1/27/40 15:29,1588.51
161,1/27/40 16:30,1/27/40 19:08,9500.02
162,1/27/40 22:50,1/27/40 23:16,1563.602
163,1/28/40 0:16,1/28/40 2:54,9465.71
164,1/28/40 6:35,1/28/40 7:01,1550.381
165,1/28/40 8:01,1/28/40 10:38,9448.246
166,1/28/40 14:20,1/28/40 14:46,1543.788
167,1/28/40 15:45,1/28/40 18:22,9440.456
168,1/28/40 22:04,1/28/40 22:30,1540.861
169,1/28/40 23:29,1/29/40 2:06,9439.362
170,1/29/40 5:48,1/29/40 6:13,1541.461
171,1/29/40 7:13,1/29/40 9:50,9444.012
172,1/29/40 13:32,1/29/40 13:57,1545.139
173,1/29/40 14:57,1/29/40 17:34,9455.086
174,1/29/40 21:15,1/29/40 21:41,1552.441
175,1/29/40 22:41,1/30/40 1:19,9473.936
176,1/30/40 5:00,1/30/40 5:26,1564.827
177,1/30/40 6:26,1/30/40 9:05,9506.149
178,1/30/40 12:45,1/30/40 13:11,1585.136
179,1/30/40 14:12,1/30/40 16:52,9563.442
180,1/30/40 20:32,1/30/40 20:59,1622.484
181,1/30/40 22:01,1/31/40 0:00,7083.664
